method,block_rows,degree,distribution,locality,rhs,seed,gpu_median_ms,gpu_p95_ms,hot_median_ms,hot_p95_ms,useful_gflops,launches,workspace_bytes
slot_grouped_cublas,1024,16,low,local,16,1,2.09453,2.84643,2.15210,2.86420,255.23342,16,0
row_owned_ilp4,1024,16,low,local,32,1,0.93923,0.94461,0.94600,0.96840,1138.36313,1,0
row_owned_scalar,1024,16,low,local,32,1,1.64243,1.68186,1.68250,2.60090,650.97799,1,0
scalar_csr_cusparse,1024,16,low,local,32,1,2.95178,3.88122,3.00860,3.93260,362.21822,1,0
slot_grouped_cublas,1024,16,low,local,32,1,2.23520,3.08736,2.27500,3.12060,478.34069,16,0
row_owned_ilp4,1024,16,low,local,64,1,1.64851,1.65533,1.65760,1.66970,1297.15412,1,0
row_owned_scalar,1024,16,low,local,64,1,3.23766,4.31363,3.35080,4.34310,660.46821,1,0
scalar_csr_cusparse,1024,16,low,local,64,1,6.77184,6.97328,6.78240,6.98140,315.77446,1,0
slot_grouped_cublas,1024,16,low,local,64,1,2.17238,3.03651,2.30650,3.04430,984.34444,16,0
row_owned_ilp4,1024,2,low,random,8,1,0.03699,0.03818,0.04180,0.04930,903.41872,1,0
row_owned_scalar,1024,2,low,random,8,1,0.04106,0.04176,0.04590,0.04670,813.99221,1,0
scalar_csr_cusparse,1024,2,low,random,8,1,0.13024,0.13936,0.13500,0.14770,256.59756,1,0
slot_grouped_cublas,1024,2,low,random,8,1,0.24774,0.27590,0.25360,0.29040,134.89435,2,0
row_owned_ilp4,1024,2,low,random,16,1,0.04518,0.04554,0.05010,0.05500,1479.25208,1,0
row_owned_scalar,1024,2,low,random,16,1,0.06563,0.06595,0.07040,0.07100,1018.38322,1,0
scalar_csr_cusparse,1024,2,low,random,16,1,0.20374,0.21578,0.20850,0.22210,328.05152,1,0
slot_grouped_cublas,1024,2,low,random,16,1,0.24755,0.26205,0.25280,0.26700,269.99792,2,0
row_owned_ilp4,1024,2,low,random,32,1,0.07395,0.09184,0.09630,0.13350,1807.61929,1,0
row_owned_scalar,1024,2,low,random,32,1,0.11677,0.12810,0.12160,0.13850,1144.80896,1,0
scalar_csr_cusparse,1024,2,low,random,32,1,0.38874,0.40150,0.39540,0.41580,343.87619,1,0
slot_grouped_cublas,1024,2,low,random,32,1,0.26694,0.27702,0.27200,0.28750,500.76818,2,0
row_owned_ilp4,1024,2,low,random,64,1,0.12736,0.12822,0.13260,0.13810,2099.19998,1,0
