method,block_rows,degree,distribution,locality,rhs,seed,gpu_median_ms,gpu_p95_ms,hot_median_ms,hot_p95_ms,useful_gflops,launches,workspace_bytes
slot_grouped_cublas,1024,4,low,random,64,1,0.55997,0.59562,0.60040,1.43040,951.92092,4,0
row_owned_hybrid,1024,8,low,random,8,1,0.19952,0.22730,0.20680,0.25890,671.82035,1,0
row_owned_scalar,1024,8,low,random,8,1,0.20106,0.21587,0.22350,0.23900,666.68788,1,0
scalar_csr_cusparse,1024,8,low,random,8,1,0.52560,1.39875,0.53200,1.40590,255.02587,1,0
slot_grouped_cublas,1024,8,low,random,8,1,1.08096,1.89638,1.10400,1.91060,124.00236,8,0
row_owned_hybrid,1024,8,low,random,16,1,0.32746,1.16253,0.33340,1.16880,818.68465,1,0
row_owned_scalar,1024,8,low,random,16,1,0.37254,0.37546,0.37850,0.38060,719.60146,1,0
scalar_csr_cusparse,1024,8,low,random,16,1,0.82179,1.73328,0.82830,1.73940,326.21782,1,0
slot_grouped_cublas,1024,8,low,random,16,1,1.04266,1.84842,1.04830,1.85440,257.11569,8,0
row_owned_hybrid,1024,8,low,random,32,1,0.42499,1.24890,0.43020,1.25430,1261.59176,1,0
row_owned_scalar,1024,8,low,random,32,1,0.70374,1.47504,0.70910,1.48050,761.87705,1,0
scalar_csr_cusparse,1024,8,low,random,32,1,1.65850,2.48925,1.70480,2.49530,323.28471,1,0
slot_grouped_cublas,1024,8,low,random,32,1,1.06032,1.09130,1.09110,1.77030,505.66470,8,0
row_owned_hybrid,1024,8,low,random,64,1,0.80266,0.80566,0.80950,0.81360,1335.98055,1,0
row_owned_scalar,1024,8,low,random,64,1,1.46227,1.78790,1.47770,2.20510,733.33331,1,0
scalar_csr_cusparse,1024,8,low,random,64,1,3.33837,4.17984,3.44980,4.21030,321.21468,1,0
slot_grouped_cublas,1024,8,low,random,64,1,1.08266,1.26784,1.08860,1.83910,990.46491,8,0
row_owned_hybrid,1024,16,low,random,8,1,0.48733,1.31843,0.49220,1.32350,549.50950,1,0
row_owned_scalar,1024,16,low,random,8,1,0.48534,0.48816,0.49070,0.49380,551.75579,1,0
